Id,PersonId,Name,MetadataDateSent,clean_email,raw_email,scores_nltk,pred_nltk,scores_TextBlob,pred_TextBlob,same,topic,topic_0,topic_1,topic_2
589,87,Jake Sullivan,2009-07-15T04:00:00+00:00,Russians are saying he is unavailable and dont know when or if he will call in Whats next step,Russians are saying he is unavailable and don't know when or if he will call in. What's next step?,0.0,neutural,0.0,neutural,1.0,topic_2,0.1148066990700995,0.11898996505522118,0.7662033358746794
590,56,Derek Chollet,2009-07-16T04:00:00+00:00,Ok Let me know how it unfolds,Ok. Let me know how it unfolds.,0.29600000000000004,positive,0.5,positive,1.0,topic_2,0.11791426659157375,0.2733246153468324,0.6087611180615939
592,21,Burns Strider,2009-07-16T04:00:00+00:00,No is better,"No, 8 is better.",0.1779,positive,0.5,positive,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
594,32,Cheryl Mills,2009-07-19T04:00:00+00:00,Let Jim know about Lavrov and cant talk Feingold now What about tomorrow morning,• Let Jim know about Lavrov and I can't talk w Feingold now. What about tomorrow morning?,0.0,neutural,0.0,neutural,1.0,topic_2,0.0902996445622305,0.3019638135264288,0.6077365419113406
596,32,Cheryl Mills,2009-07-22T04:00:00+00:00,Is there any time on Mon that could see Jim Jones Also can you send me tomorrows schedule,Is there any time on Mon that I could see Jim Jones? Also can you send me tomorrow's schedule?,0.0,neutural,0.0,neutural,1.0,topic_2,0.09508556208038928,0.3080184622903052,0.5968959756293055
597,32,Cheryl Mills,2009-07-25T04:00:00+00:00,See if can stay and see Jones or if hed rather wait until come back,See if I can stay and see Jones or if he'd rather wait until I come back.,0.0,neutural,0.0,neutural,1.0,topic_0,0.7162273349868812,0.13194499339105806,0.15182767162206082
599,81,Huma Abedin,2009-07-25T04:00:00+00:00,Charles Rivkin the new Amb is being sworn in tomorrow and asked me to please come Is there any way could be there at all,"Charles Rivkin, the new Amb is being sworn in tomorrow, and asked me to please come. Is there any way I could be there at all?",0.3182,positive,0.13636363636363635,positive,1.0,topic_1,0.09052009215531816,0.8173316689299397,0.09214823891474228
601,81,Huma Abedin,2009-07-25T04:00:00+00:00,Or after video conf,Or after video conf?,0.0,neutural,0.0,neutural,1.0,topic_0,0.7218576606408702,0.13896299947852042,0.13917933988060946
603,170,Philippe Reines,2009-07-25T04:00:00+00:00,Monday August AM Re Whitehaven cocktail tables cant do tomorrow and wont be back for two weeks,"H <hrod17@clintonemail.com> Monday, August 3, 2009 6:17 AM 'abedinh@state.gov'; Re: Whitehaven cocktail tables I can't do tomorrow and I won't be back for two! weeks.",0.0,neutural,0.0,neutural,1.0,topic_1,0.09470876816989633,0.7990458658414973,0.10624536598860636
605,170,Philippe Reines,2009-07-25T04:00:00+00:00,cant pull up the whole email but assume it is fine to go Any other news We can talk later if needed,I can't pull up the whole email but assume it is fine to go. Any other news? We can talk later if needed.,0.29600000000000004,positive,0.12291666666666667,positive,1.0,topic_2,0.08894771532239867,0.33682008722473383,0.5742321974528675
606,81,Huma Abedin,2009-07-25T04:00:00+00:00,What are you ordering for dinner Might need to order for us too,What are you ordering for dinner? Might need to order for us too.,0.0,neutural,0.0,neutural,1.0,topic_0,0.5869333845128035,0.2484352172633157,0.1646313982238807
606,116,Lauren Jiloty,2009-07-25T04:00:00+00:00,Friday August PM Re,"H <hrod17@clintonemail.com> Friday, August 7, 2009 2:34 PM 'reinesp@state.gov' 'sullivanjj@state.gov' Re: •",0.0,neutural,0.0,neutural,1.0,topic_1,0.12354184215719982,0.7511621262798017,0.12529603156299834
608,32,Cheryl Mills,2009-07-25T04:00:00+00:00,Friday August PM Re,"H <hrod17@clintonemail.com> Friday, August 7, 2009 2:35 PM 'reinesp@state.gov' 'sullivanjj@state.gov' Re:",0.0,neutural,0.0,neutural,1.0,topic_1,0.12354184215719982,0.7511621262798017,0.12529603156299834
608,170,Philippe Reines,2009-07-25T04:00:00+00:00,wouldnt be part of it,I wouldn't be part of it.,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
610,170,Philippe Reines,2009-07-26T04:00:00+00:00,Rwwwwqs,Rwwwwqs7,0.0,neutural,0.0,neutural,1.0,topic_1,0.1685548152341245,0.6632109986097076,0.16823418615616798
611,81,Huma Abedin,2009-07-26T04:00:00+00:00,Wednesday August PM Huma Abedin Followup Is there record of who attends the bilat mtgs hold,"H <hrod17@clintonemail.com> Wednesday, August 12, 2009 5:17 PM 'abedinh@state.gov'; Huma Abedin H2 Followup Is there a record of who attends the bilat mtgs I hold?",0.0,neutural,0.0,neutural,1.0,topic_2,0.08320006190625485,0.12093568587030412,0.7958642522234408
612,50,David Axelrod,2009-07-26T04:00:00+00:00,think Lona already confirmed swearing in for Monday Id also be happy to see him then too Huma will check,I think Lona already confirmed swearing in for Monday. I'd also be happy to see him then too. Huma will check.,0.4019,positive,0.6000000000000001,positive,1.0,topic_1,0.0893847706141977,0.4848439538795114,0.4257712755062909
613,191,"Samuel (""Sandy"") Berger",2009-07-26T04:00:00+00:00,Friday August PM Huma Abedin Fw damn this is good We should figure out how to distribute this Thx for great trip,"H <hrod17@clintonemail.com> Friday, August 14, 2009 4:39 PM 'sullivanjj@state.gov'; 'reinesp@state.gov'; Huma Abedin Fw: damn this is good... We should figure out how to distribute this. Thx for a great trip!",0.8006,positive,0.75,positive,1.0,topic_1,0.0774706126997688,0.6874970991454878,0.2350322881547433
614,311,wburns6,2009-07-26T04:00:00+00:00,Saturday August AM Re AAR Do you know what Jeannine Bloomberg said on Washington Week last night,"H <hrod17@clintonemail.com> Saturday, August 15, 2009 10:07 AM Re: AAR Do you know what Jeannine (Bloomberg) said on Washington Week last night?",0.0,neutural,0.0,neutural,1.0,topic_1,0.08747393923176842,0.4656379203962265,0.4468881403720051
616,196,Strobe Talbott,2009-07-26T04:00:00+00:00,Im talking Jones next If we can do Webb today even short call that would be good,"I'm talking w Jones next. If we can do Webb today even a short call, that would be good.",0.4404,positive,0.2333333333333333,positive,1.0,topic_2,0.1036230178071263,0.11190553946834376,0.7844714427245301
617,86,Jacob Lew,2009-07-26T04:00:00+00:00,May pis get drafts for each day,May I pis get drafts for each day?,0.0,neutural,0.0,neutural,1.0,topic_2,0.13434585866949594,0.14710316740893048,0.7185509739215735
618,170,Philippe Reines,2009-07-26T04:00:00+00:00,am willing to take additional steps but Id like them to be fully vetted Can you work AMS Steinberg and WHA to make proposal tomorrow,"I am willing to take additional steps but I'd like them to be fully vetted. Can you work w AMS, Steinberg and WHA to make proposal tomorrow?",0.5023,positive,0.25,positive,1.0,topic_2,0.21384514655043305,0.2384673575746966,0.5476874958748703
619,124,Lona Valmoro,2009-07-31T04:00:00+00:00,Sunday August PM Tomorrow RELEASE IN PART will have time at State tomorrow at either or Does either work,"H <hrod17@clintonemail.com> Sunday, August 16, 2009 1:01 PM Tomorrow RELEASE IN PART B6 I will have time at State tomorrow at either 2:15 or 5:45. Does either work?",0.0,neutural,0.0,neutural,1.0,topic_1,0.1307134978314365,0.7357941504354826,0.13349235173308094
620,124,Lona Valmoro,2009-07-31T04:00:00+00:00,Pis lock in,Pis lock in.,0.0,neutural,0.0,neutural,1.0,topic_0,0.6838105700556991,0.1680291860092868,0.1481602439350141
622,116,Lauren Jiloty,2009-07-31T04:00:00+00:00,Given my schedule today really dontcant go to Gitmo PC think either Jack or Cheryl accompanied by Harold and Dan Fried should rep State Or even Harold could go solo Ok by you,"Given my schedule today, I really don't/can't go to Gitmo PC. I think either Jack or Cheryl, accompanied by Harold and Dan Fried should rep State. Or even Harold could go solo. Ok by you?",0.29600000000000004,positive,0.35,positive,1.0,topic_1,0.08475314884852461,0.8375349905483753,0.07771186060310008
624,213,Wendy Sherman,2009-07-31T04:00:00+00:00,As soon as get the memo can do the call,"As soon as I get the memo, I can do the call.",0.0,neutural,0.0,neutural,1.0,topic_1,0.13862344609466445,0.7139449220783161,0.14743163182701946
627,90,James Steinberg,2009-08-01T04:00:00+00:00,Did you ever talk to Podesta about CB,Did you ever talk to Podesta about CB?,0.0,neutural,0.0,neutural,1.0,topic_2,0.12825638978753684,0.15089819211843078,0.7208454180940324
628,90,James Steinberg,2009-08-01T04:00:00+00:00,Any from the taping yesterday or todays showing,Any from the taping yesterday or today's showing?,0.0,neutural,0.0,neutural,1.0,topic_0,0.5867277512295286,0.1565620671403207,0.25671018163015075
629,81,Huma Abedin,2009-08-02T04:00:00+00:00,Ok Thx See you in DC,Ok. Thx. See you in DC.,0.5719,positive,0.5,positive,1.0,topic_1,0.13194591496615626,0.7410526866577128,0.1270013983761309
633,116,Lauren Jiloty,2009-07-31T04:00:00+00:00,Ok Thx Enjoy the Mar See you in DC,Ok. Thx. Enjoy the Mar. See you in DC.,0.7845,positive,0.45,positive,1.0,topic_1,0.11219487633890278,0.7727589963022647,0.11504612735883242
633,185,Robert Russo,2009-07-31T04:00:00+00:00,Ill wait to see him in person next week Do we know when that would be,I'll wait to see him in person next week. Do we know when that would be?,-0.4215,negative,-0.25,negative,1.0,topic_1,0.26788296623820845,0.585846847481241,0.1462701862805504
637,81,Huma Abedin,2009-08-01T04:00:00+00:00,So Lona will include in daily schedule for Tuesday,So Lona will include in daily schedule for Tuesday?,0.0,neutural,0.0,neutural,1.0,topic_1,0.1061012099592851,0.7744144535580776,0.11948433648263727
641,81,Huma Abedin,2009-08-02T04:00:00+00:00,RELEASE IN PART Is Oscar at the house he didnt answer my emai and were headed there now,RELEASE IN PART B6 Is Oscar at the house--he didn't answer my emai and we're headed there now.,0.0,neutural,0.0,neutural,1.0,topic_1,0.10107016851474117,0.5951041312246941,0.30382570026056466
642,81,Huma Abedin,2009-08-02T04:00:00+00:00,Can we flip Jones to Thursday in what would have been the PC slot And keep the time on Wed free for staff stuff,Can we flip Jones to Thursday in what would have been the PC slot? And keep the time on Wed free for staff stuff?,0.5106,positive,0.4,positive,1.0,topic_1,0.09234018377877633,0.7284434700184259,0.1792163462027976
645,81,Huma Abedin,2009-08-02T04:00:00+00:00,Any word from Patricofs,Any word from Patricofs?,0.0,neutural,0.0,neutural,1.0,topic_0,0.7207585591337876,0.1395913008072628,0.13965014005894966
647,81,Huma Abedin,2009-08-02T04:00:00+00:00,thought we were moving him to Thursday but schedule just got says tomorrow Whats status,I thought we were moving him to Thursday but schedule I just got says tomorrow. What's status?,0.0,neutural,0.0,neutural,1.0,topic_1,0.2766007803554404,0.6088255665814821,0.11457365306307753
647,124,Lona Valmoro,2009-08-02T04:00:00+00:00,thoiught ity could fill the hole left by the cancelling of the PC It would be much better for me to do anytime on Thursday,I thoiught ity could fill the hole left by the cancelling of the PC. It would be much better for me to do anytime on Thursday.,0.2732,positive,0.25,positive,1.0,topic_1,0.09203264916135184,0.7240871008991469,0.18388024993950136
647,316,valmorou©state.gov,2009-08-02T04:00:00+00:00,This whole issue makes me sick Why we also worry that despite porotestations State is too passive and accepting The answer is have some ideas about this to explore is an open sore,"This whole issue makes me sick. Why we also worry that, despite porotestations, State is too passive and accepting. The answer is I have some ideas about this to explore. is an open sore. I B5",-0.6486,negative,-0.1714285714285714,negative,1.0,topic_1,0.08746166550993023,0.7189960924276448,0.19354224206242485
648,124,Lona Valmoro,2009-08-02T04:00:00+00:00,Thats great Will you be there,That's great. Will you be there?,0.6249,positive,0.8,positive,1.0,topic_1,0.17283852974270902,0.653627592978672,0.17353387727861905
649,124,Lona Valmoro,2009-08-02T04:00:00+00:00,Ok Also what about inviting Yohannes MCC nominee to come to observe MCC mtg next week meet people and be briefed He may develop his own opinion about who he wants as his deputy Lets discuss,"Ok. Also, what about inviting Yohannes (MCC nominee) to come to observe MCC mtg next week, meet people and be briefed. He may develop his own opinion about who he wants as his deputy. Let's discuss.",0.5423,positive,0.325,positive,1.0,topic_0,0.5568131081283231,0.36162100617495596,0.08156588569672106
651,81,Huma Abedin,2009-08-03T04:00:00+00:00,You never know,You never know.,0.0,neutural,0.0,neutural,1.0,topic_2,0.1696885522539174,0.1695724248651594,0.6607390228809231
655,170,Philippe Reines,2009-08-07T04:00:00+00:00,may need to stay until Friday to finish up some stuff Can you book the shuttle for around pm Also whats status Jones mtg,"I may need to stay until Friday to finish up some stuff. Can you book the shuttle for around 1-2pm? Also, what's status w Jones mtg?",0.0,neutural,0.0,neutural,1.0,topic_1,0.3955590220747475,0.4570169036886106,0.1474240742366417
656,170,Philippe Reines,2009-08-07T04:00:00+00:00,How can he not have time since the PC dropped Also now that Im not leaving until Friday can do later on Thurs or Fri am,"How can he not have time since the PC dropped? Also, now that I'm not leaving until Friday, I can do later on Thurs or Fri am.",0.0,neutural,0.0,neutural,1.0,topic_1,0.09229794029421824,0.5263865352287397,0.381315524477042
664,32,Cheryl Mills,2009-08-10T04:00:00+00:00,Great thx,Great--thx.,0.765,positive,0.8,positive,1.0,topic_1,0.16349470093823346,0.6864563953872271,0.15004890367453969
665,122,Lissa Muscatine,2009-08-10T04:00:00+00:00,Ok What about later shuttle,Ok. What about a later shuttle?,0.29600000000000004,positive,0.25,positive,1.0,topic_1,0.12319354439027685,0.5729918618888933,0.3038145937208298
666,81,Huma Abedin,2009-08-11T04:00:00+00:00,Lets stick the,Let's stick w the 2.,0.0,neutural,0.0,neutural,1.0,topic_1,0.14230244239156614,0.6784064774545531,0.1792910801538807
667,81,Huma Abedin,2009-08-12T04:00:00+00:00,Thats good news but at variance what the press reported,That's good news but at variance w what the press reported.,0.2382,positive,0.7,positive,1.0,topic_2,0.1071177799801829,0.107727760883449,0.7851544591363678
672,170,Philippe Reines,2009-08-15T04:00:00+00:00,Sunday September PM Re Devin and wandered into corner of the health care debate on Saturday in the Post Strobe Thanks to you and Devin for speaking out so personally and persuasively about the end of life decisions which will face us all hope the absurd death panels argument can be put to rest so people can have the peace of mind that planning provides Hope to talk again soon Best,"H <hrod17@clintonemail.com> Sunday, September 6, 2009 1:29 PM Re: Devin and I wandered into a corner of the health care debate on Saturday in the Post.... Strobe--Thanks to you and Devin for speaking out so personally and persuasively about the end of life decisions which will face us all. I hope the absurd ""death panels"" argument can be put to rest so people can have the peace of mind that planning provides. Hope to talk again soon. Best, H",0.9217,positive,0.175,positive,1.0,topic_2,0.05783287536333547,0.06765563254036007,0.8745114920963045
673,124,Lona Valmoro,2009-08-15T04:00:00+00:00,For Tuesday when will see Daalder and Hill Im not sure have the time to go back to NY for Cronkite funeral altho would still like to need more time Holbrooke on Thursday so see if he can be moved to or another time that works like am want to meet people Thursday night so pls dont schedule anything after Capricias event On Friday can Kessler be moved to next week Rahm told me there may be small mtg the POTUS on Sunday morning so may need to take plane back either late Sat night or early Sun am Also Rahm said he wanted to see me alone sometime before that Sunday mtg Pls follow up on both mtgs If there is Sunday am mtg POTUS will also try to go to the Ling lunch Why are there no early staff mtgs listed for Thurs the th and Fri the th on the line see the Iran dinner on the schedule but not womens policy lunch or dinner Can we do that Monday the th or Thursday the th want to do it before the Development speech Talk Cheryl and others about doing the development speech in NY combined town hall at college or other venue on Monday the st which would make Philippe happy,"For Tuesday, when will I see Daalder and Hill? I'm not sure I have the time to go back to NY for Cronkite funeral altho I would still like to. I need more time w Holbrooke on Thursday so see if he can be moved to 12:45 or another time that works like 8am. I want to meet w people Thursday night so pls don't schedule anything after Capricia's event. On Friday, can Kessler be moved to next week? Rahm told me there may be a small mtg w the POTUS on Sunday morning so I may need to take plane back either late Sat night or early Sun am. Also Rahm said he wanted to see me alone sometime before that Sunday mtg. Pls follow up on both mtgs. If there is a Sunday am mtg w POTUS, I will also try to go to the Ling lunch. Why are there no early staff mtgs listed for Thurs the 10th and Fri the 11th on the line? I see the Iran dinner on the schedule but not a women's policy lunch or dinner. Can we do that Monday the 14th or Thursday the 17th? I want to do it before the Development speech. Talk w Cheryl and others about doing the development speech in NY combined w ""town hall"" at a college or other venue on Monday the 21st (which would make Philippe happy).",0.7461,positive,0.038636363636363635,positive,1.0,topic_1,0.189961411675621,0.7450960841089329,0.06494250421544613
674,81,Huma Abedin,2009-08-16T04:00:00+00:00,Am supposed to do this,Am I supposed to do this?,0.0,neutural,0.0,neutural,1.0,topic_1,0.16689547504809518,0.6662340330048294,0.1668704919470754
675,81,Huma Abedin,2009-08-16T04:00:00+00:00,Just learned Holbrooke will be back Tues night and be in office all day Wed Ive decided not to go to Cronkite service so can see him either Tues or Wed Ok on McCain mtg,Just learned Holbrooke will be back Tues night and be in office all day Wed. I've decided not to go to Cronkite service so I can see him either Tues or Wed. Ok on McCain mtg.,0.29600000000000004,positive,0.25,positive,1.0,topic_2,0.07749643745300544,0.3816237925527871,0.5408797699942076
676,87,Jake Sullivan,2009-08-16T04:00:00+00:00,Not today And maybe on car ride tomorrow,Not today. And maybe on car ride tomorrow.,0.0,neutural,0.0,neutural,1.0,topic_2,0.11025248568620166,0.18614810774972135,0.7035994065640769
679,9,Andrew Shapiro,2009-08-16T04:00:00+00:00,Tomorrow pis add more State names all under and asst secretaries and the special asstsexec crew Thx,• Tomorrow pis add more State names--all under and asst secretaries and the special assts/exec crew. Thx.,0.6369,positive,0.4285714285714286,positive,1.0,topic_0,0.7439872567522875,0.17042815561961966,0.08558458762809279
682,81,Huma Abedin,2009-09-01T04:00:00+00:00,Oh good Can we get it by which is the deadline,"Oh, good. Can we get it by 9/14 which is the deadline?",0.4404,positive,0.7,positive,1.0,topic_1,0.13541275169770686,0.7066587413294768,0.15792850697281638
683,81,Huma Abedin,2009-09-01T04:00:00+00:00,Wow that is worse than know We need full court effort and should check out the author,Wow--that is worse than I know. We need a full court effort and should check out the author.,0.1779,positive,0.016666666666666646,positive,1.0,topic_0,0.6540272373171011,0.22705167474490826,0.1189210879379908
683,124,Lona Valmoro,2009-09-01T04:00:00+00:00,Who is Michael Turner,Who is Michael Turner?,0.0,neutural,0.0,neutural,1.0,topic_0,0.7214774997260157,0.13915990855470745,0.1393625917192767
684,81,Huma Abedin,2009-09-01T04:00:00+00:00,Pis add Jackie Newmyer And can you get an office for Terry Murray,Pis add: Jackie Newmyer And can you get an office # for Terry Murray?,0.0,neutural,0.0,neutural,1.0,topic_2,0.12448536883081747,0.10137582254058178,0.7741388086286007
685,32,Cheryl Mills,2009-09-01T04:00:00+00:00,Pis add Jackie Newmyer and Mayor Nutter to call list Can you get an office for Terry Murray,Pis add Jackie Newmyer and Mayor Nutter (215-686-2181) to call list Can you get an office # for Terry Murray?,0.0,neutural,0.0,neutural,1.0,topic_2,0.10544210204376664,0.0886740484857714,0.8058838494704621
686,81,Huma Abedin,2009-09-01T04:00:00+00:00,Pls print for me Original Message,"Pls print for me. Original Messag,e",0.3818,positive,0.375,positive,1.0,topic_2,0.3117725009787705,0.3352621446241367,0.3529653543970929
686,170,Philippe Reines,2009-09-01T04:00:00+00:00,You are so welcome,You are so welcome!,0.5949,positive,0.8,positive,1.0,topic_2,0.16718460992510453,0.1670382675396896,0.6657771225352059
689,81,Huma Abedin,2009-09-01T04:00:00+00:00,Harold spoke Sec Gates and Gen Jones about DOD invoking the SOFA for Col Romano Thanks for your help on this Hillary,Harold-- I spoke w Sec. Gates and Gen. Jones about DOD invoking the SOFA for Col. Romano Thanks for your help on this---Hillary,0.6808,positive,0.05,positive,1.0,topic_0,0.8390029050109296,0.07871105407629378,0.0822860409127767
692,81,Huma Abedin,2009-09-01T04:00:00+00:00,Ok Jake pls send me the usual memo so can be prepared,Ok. Jake--pls send me the usual memo so I can be prepared.,0.5667,positive,0.125,positive,1.0,topic_1,0.0942400669253766,0.8094811510831991,0.09627878199142434
693,81,Huma Abedin,2009-09-01T04:00:00+00:00,Pis discuss me,Pis discuss w me.,0.0,neutural,0.0,neutural,1.0,topic_1,0.14379844459433566,0.6873707871039496,0.16883076830171473
695,81,Huma Abedin,2009-09-01T04:00:00+00:00,He should be just finished the book and its great Congrats to all,He should be--I just finished the book and it's great. Congrats to all!,0.8176,positive,0.8,positive,1.0,topic_1,0.29530817651683483,0.5788999416761116,0.12579188180705356
695,124,Lona Valmoro,2009-09-01T04:00:00+00:00,What should we do about this,What should we do about this?,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
696,124,Lona Valmoro,2009-09-01T04:00:00+00:00,Ok Pis send to me when ready Thx,Ok. Pis send to me when ready. Thx.,0.7351,positive,0.35,positive,1.0,topic_1,0.11011385566473984,0.7798578594132048,0.11002828492205548
700,32,Cheryl Mills,2009-09-02T04:00:00+00:00,had connection but cdnt hear so theyre trying again,I had connection but cdn't hear so they're trying again.,0.0,neutural,0.0,neutural,1.0,topic_0,0.7675133136339051,0.11555054746892493,0.11693613889717006
701,116,Lauren Jiloty,2009-09-02T04:00:00+00:00,cant get it to work They go secure and then there are noises and voice interfering any ability to talk Can you help,I can't get it to work. They go secure and then there are noises and voice interfering w any ability to talk. Can you help?,0.7506,positive,0.4,positive,1.0,topic_0,0.6303060989152568,0.2736476102087367,0.0960462908760066
702,116,Lauren Jiloty,2009-09-02T04:00:00+00:00,Can you find out for me how many countries require run off election for their Presidents or Prime Ministers Thx,Can you find out for me how many countries require a run off election for their Presidents or Prime Ministers. Thx.,0.3612,positive,0.5,positive,1.0,topic_0,0.8170484689887257,0.09204143187685672,0.09091009913441754
703,81,Huma Abedin,2009-09-02T04:00:00+00:00,have to call DiFi about dinner Any ideast,I have to call DiFi about dinner. Any ideas?t,0.0,neutural,0.0,neutural,1.0,topic_1,0.13291379238423884,0.7421619656264641,0.1249242419892972
704,124,Lona Valmoro,2009-09-02T04:00:00+00:00,is perfect Pls call the house,4:30 is perfect. Pls call the house.,0.6124,positive,1.0,positive,1.0,topic_1,0.12745505627104506,0.7457112603108013,0.1268336834181537
705,316,valmorou©state.gov,2009-09-02T04:00:00+00:00,Does it have to be secure,Does it have to be secure?,0.34,positive,0.4,positive,1.0,topic_1,0.1672359282189534,0.665640625193172,0.16712344658787465
706,124,Lona Valmoro,2009-09-03T04:00:00+00:00,Cheryl are you ok it now Can you talk,Cheryl--are you ok w it now? Can you talk?,0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.12312068512761062,0.7526368426230966,0.12424247224929265
709,81,Huma Abedin,2009-09-05T04:00:00+00:00,wife gives birth to son in Miami,wife gives birth to son in Miami ??????????????????????????,0.0,neutural,0.0,neutural,1.0,topic_1,0.11428000587097567,0.7728334050245984,0.11288658910442605
