Id,PersonId,Name,MetadataDateSent,clean_email,raw_email,scores_nltk,pred_nltk,scores_TextBlob,pred_TextBlob,same,topic,topic_0,topic_1,topic_2
528,87,Jake Sullivan,2009-06-29T04:00:00+00:00,What are emails for Kurt Campbell and Tom Donilon,What are emails for Kurt Campbell and Tom Donilon?,0.0,neutural,0.0,neutural,1.0,topic_2,0.10563109237543272,0.13682947443876212,0.7575394331858052
528,87,Jake Sullivan,2009-06-29T04:00:00+00:00,Saturday July PM Fw Korea Fyi,"H <hrod17@clintonemail.com> Saturday, July 11, 2009 8:08 PM Fw: N. Korea Fyi.",0.2023,positive,0.0,neutural,0.0,topic_1,0.09914027577410156,0.8014269678415052,0.09943275638439324
529,213,Wendy Sherman,2009-06-30T04:00:00+00:00,am nearly done my editing along Bills Pls send me all the commerts you just listed so can review,I am nearly done w my editing (along w Bill's). Pls send me all the commerts you just listed so I can review.,0.0772,positive,0.1,positive,1.0,topic_1,0.10109184355171133,0.8012906055524351,0.09761755089585357
530,15,Barbara Mikulski,2009-06-30T04:00:00+00:00,Im reviewing all of the edits you forwarded and will incorporate many Jim Kennedy as always was fabulous should have my revision ready tomorrow Thx,"I'm reviewing all of the edits you forwarded and will incorporate many. Jim Kennedy, as always, was fabulous. I should have my revision ready tomorrow. Thx.",0.8126,positive,0.3666666666666667,positive,1.0,topic_2,0.08474474098329561,0.10350463432307956,0.8117506246936248
531,81,Huma Abedin,2009-06-30T04:00:00+00:00,Jake Pls review do some recon outreach and advise what if anything we should do Thx,"Jake---Pls review, do some recon outreach and advise what, if anything, we should do. Thx. H",0.5994,positive,0.0,neutural,0.0,topic_1,0.22661209657471945,0.4566341233862002,0.3167537800390803
532,81,Huma Abedin,2009-07-01T04:00:00+00:00,Tuesday July AM Imuscatine Re CFR draft Thanks so much Pls send it to me at same time so can review as well,"H <hrod17@clintonemail.com> Tuesday, July 14, 2009 5:35 AM 'Imuscatine Re: CFR draft Thanks so much. Pls send it to me at same time so I can review as well.",0.6786,positive,0.13333333333333333,positive,1.0,topic_1,0.08963173659501025,0.8106679805060241,0.09970028289896564
532,81,Huma Abedin,2009-07-01T04:00:00+00:00,Pls print for me,Pls print for me.,0.0772,positive,0.0,neutural,0.0,topic_1,0.13898723710202648,0.7206180150118776,0.14039474788609593
533,116,Lauren Jiloty,2009-07-01T04:00:00+00:00,Pis call Joe and ask him for Judy Ruperts email and phone info When you have it pis call or email her to tell her how to contact me,"Pis call Joe and ask him for Judy Rupert's email and phone info. When you have it, pis call or email her to tell her how to contact me.",0.0,neutural,0.0,neutural,1.0,topic_0,0.6069010892522152,0.30208030768529515,0.0910186030624897
535,81,Huma Abedin,2009-07-02T04:00:00+00:00,Is there telepromter can use tomorrow,Is there a telepromter I can use tomorrow?,0.0,neutural,0.0,neutural,1.0,topic_1,0.13079413142148444,0.7379803459080359,0.1312255226704798
537,81,Huma Abedin,2009-07-02T04:00:00+00:00,Tuesday July AM Imuscatine Re CFR latest draft It is getting better Ive gone thru it once and will be ready to discuss later Thank you much,"H <hrod17@clintonemail.com > Tuesday, July 14, 2009 9:46 AM 'Imuscatine Re: CFR latest draft It is getting better. I've gone thru it once and will be ready to discuss later. Thank you s000 much.",0.7845,positive,0.28,positive,1.0,topic_1,0.08626126445199872,0.6951696363100169,0.21856909923798434
538,81,Huma Abedin,2009-07-02T04:00:00+00:00,think we have to mention,I think we have to mention B5,0.0,neutural,0.0,neutural,1.0,topic_1,0.1507554249438902,0.7067209364259087,0.1425236386302012
539,32,Cheryl Mills,2009-07-02T04:00:00+00:00,Hows it coming,How's it coming?,0.0,neutural,0.0,neutural,1.0,topic_1,0.17331489329029562,0.6545424607732092,0.1721426459364952
540,81,Huma Abedin,2009-07-02T04:00:00+00:00,Pls add as option April EMILYS LIST th anniversary,Pls add as option: April 25--EMILY'S LIST 25th anniversary.,0.0772,positive,0.0,neutural,0.0,topic_1,0.10838311667074013,0.7998936535919886,0.09172322973727133
541,81,Huma Abedin,2009-07-02T04:00:00+00:00,What did WH say,What did WH say?,0.0,neutural,0.0,neutural,1.0,topic_0,0.6471233284044432,0.16697317134955986,0.18590350024599692
542,81,Huma Abedin,2009-07-02T04:00:00+00:00,It is markedly better But as Im reading thru it notice missing words and what appear to be gaps as result of editing Could you pls read carefully and could we talk in about minutes,"It is markedly better. But, as I'm reading thru it, I notice missing words and what appear to be gaps as a result of editing. Could you pls read carefully and could we talk in about 30 minutes?",0.3612,positive,0.06666666666666668,positive,1.0,topic_0,0.7948638339317639,0.1271287970991348,0.07800736896910132
543,81,Huma Abedin,2009-07-03T04:00:00+00:00,Should we wait until you send me the cleaned up version,Should we wait until you send me the cleaned up version?,0.0,neutural,0.0,neutural,1.0,topic_0,0.6028265185014502,0.2820077682822097,0.11516571321634005
544,81,Huma Abedin,2009-07-03T04:00:00+00:00,Can you also fax one to Bill at home in NY Do you have,Can you also fax one to Bill at home in NY? Do you have #?,0.0,neutural,0.0,neutural,1.0,topic_0,0.5056676820306291,0.3702430117180241,0.12408930625134693
545,32,Cheryl Mills,2009-07-04T04:00:00+00:00,Pis let me know when you send Im having fax trouble,Pis let me know when you send--I'm having fax trouble.,-0.4019,negative,-0.2,negative,1.0,topic_1,0.10306553143309526,0.7395074012705571,0.15742706729634745
547,32,Cheryl Mills,2009-07-05T04:00:00+00:00,Can you fax to me,Can you fax to me?,0.0,neutural,0.0,neutural,1.0,topic_1,0.16696715624646574,0.6661965752862509,0.16683626846728325
548,32,Cheryl Mills,2009-07-05T04:00:00+00:00,cant print email so pis fax Thx,I can't print email so pis fax. Thx.,0.4144,positive,0.0,neutural,0.0,topic_1,0.10965724953421484,0.7827826914884136,0.1075600589773715
549,32,Cheryl Mills,2009-07-05T04:00:00+00:00,My fax is broken So Huma is coming to print for me Im trying to conference you and Jake to discuss Thx,My fax is broken! So Huma is coming to print for me. I'm trying to conference you and Jake to discuss. Thx.,-0.1531,negative,-0.4,negative,1.0,topic_1,0.2868680066968361,0.6142672737855115,0.09886471951765223
550,81,Huma Abedin,2009-07-06T04:00:00+00:00,think Huma is on the way Thx Lets go ahead abd talk now as soon as ops gets it ready,"I think Huma is on the way. Thx. Let's go ahead abd talk now, as soon as ops gets it ready •",0.6124,positive,0.2,positive,1.0,topic_1,0.08283609471785862,0.8179415089537028,0.0992223963284386
550,81,Huma Abedin,2009-07-06T04:00:00+00:00,Thx for ALL your help,Thx for ALL your help.,0.6369,positive,0.0,neutural,0.0,topic_0,0.7035004714091856,0.14778783728801667,0.1487116913027978
551,124,Lona Valmoro,2009-07-06T04:00:00+00:00,thought we cancelled the management mtg Also did you tell Sarah might not get there until,"I thought we cancelled the management mtg? Also, did you tell Sarah F I might not get there until 10:30?",-0.25,negative,0.0,neutural,0.0,topic_0,0.749196680341202,0.14286963404448902,0.10793368561430901
552,32,Cheryl Mills,2009-07-06T04:00:00+00:00,Check Holbrooke,Check w Holbrooke-,0.0,neutural,0.0,neutural,1.0,topic_1,0.13837470568879606,0.7232739455252979,0.1383513487859061
555,81,Huma Abedin,2009-07-06T04:00:00+00:00,Derek Thank you for all of your help and leadership on the speech and the policies it embodies It is delight working you All the best Hillary,"Derek---Thank you for all of your help and leadership on the speech and the policies it embodies. It is a delight working w you. All the best, Hillary",0.9231,positive,1.0,positive,1.0,topic_2,0.08850665447075312,0.08550827702751182,0.825985068501735
556,81,Huma Abedin,2009-07-06T04:00:00+00:00,Burns thank you for forwarding this request always want Tony Campolo and Peggy to be able to find me Im copying my assistant Lauren Jiloty so she can give you her info for contact purposes All the best,"Burns--thank you for forwarding this request. I always want Tony Campolo (and Peggy) to be able to find me. I'm copying my assistant, Lauren Jiloty, so she can give you her info for contact purposes. All the best, H",0.7906,positive,0.75,positive,1.0,topic_0,0.4964920594254576,0.32937392696299234,0.17413401361154993
557,81,Huma Abedin,2009-07-06T04:00:00+00:00,Jake told you yesterday but it bears repeating youre doing wonderful job Not just on the speech but all the work to establish and implement the priorities it represents Im very grateful Hillary,"Jake--i told you yesterday, but it bears repeating--you're doing a wonderful job. Not just on the speech, but all the work to establish and implement the priorities it represents. I'm very grateful---Hillary",0.8883,positive,0.6,positive,1.0,topic_1,0.07590614458194313,0.8484910360931934,0.07560281932486357
558,81,Huma Abedin,2009-07-07T04:00:00+00:00,Can we implement his suggestion about pooling donors,Can we implement his suggestion about pooling donors?,0.0,neutural,0.0,neutural,1.0,topic_1,0.1138888031643494,0.7732855350929875,0.11282566174266305
558,124,Lona Valmoro,2009-07-07T04:00:00+00:00,Thx for sending Ive forwarded to Jake Sullivan in my office to follow up,Thx for sending. I've forwarded to Jake Sullivan in my office to follow up.,0.3612,positive,0.0,neutural,0.0,topic_1,0.1049166268825252,0.4735752372333207,0.4215081358841541
559,124,Lona Valmoro,2009-07-07T04:00:00+00:00,Ok Lets discuss this and my list over the weekend Can we set time for meeting,"Ok. Let's discuss this and my ""list"" over the weekend. Can we set time for meeting?",0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.09043195442579946,0.8018899581610617,0.10767808741313888
562,116,Lauren Jiloty,2009-07-11T04:00:00+00:00,Lets do tomorrow after MTP Ok,Let's do tomorrow after MTP. Ok?,0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.11488585074697955,0.7579207872657197,0.1271933619873007
563,116,Lauren Jiloty,2009-07-11T04:00:00+00:00,Done,Done,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
565,32,Cheryl Mills,2009-07-12T04:00:00+00:00,Done,Done.,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
566,32,Cheryl Mills,2009-07-12T04:00:00+00:00,still dont have my MTP briefing,I still don't have my MTP briefing.,0.0,neutural,0.0,neutural,1.0,topic_1,0.13971232152283675,0.6870179803456268,0.1732696981315364
567,87,Jake Sullivan,2009-07-12T04:00:00+00:00,Ok Is Kristy in town If so can see her tomorrow,"Ok. Is Kristy in town? If so, can I see her tomorrow?",0.29600000000000004,positive,0.5,positive,1.0,topic_1,0.11423522782826764,0.7712553795954958,0.11450939257623645
568,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,reed the two books for the SED but nothing for MTP Will it arrive soon,I reed the two books for the SED but nothing for MTP. Will it arrive soon?,0.0,neutural,0.0,neutural,1.0,topic_1,0.09837721655341457,0.7932510055579286,0.10837177788865686
569,116,Lauren Jiloty,2009-07-14T04:00:00+00:00,Fyi,Fyi,0.2023,positive,0.0,neutural,0.0,topic_1,0.1675914588566189,0.6656181484745894,0.16679039266879167
570,116,Lauren Jiloty,2009-07-14T04:00:00+00:00,Ok Thx,Ok. Thx.,0.5719,positive,0.5,positive,1.0,topic_1,0.15922073269320727,0.6958236907126664,0.14495557659412633
571,81,Huma Abedin,2009-07-14T04:00:00+00:00,Do you have my call list Im looking for Joe DuffyAnne Wexler number,Do you have my call list? I'm looking for Joe Duffy/Anne Wexler number.,0.0772,positive,0.0,neutural,0.0,topic_0,0.6072604072266876,0.10154277986989982,0.29119681290341265
571,124,Lona Valmoro,2009-07-14T04:00:00+00:00,Is the figure State and AID Kurdistan election results Can you find out for me how many Nazi prison camps we had in US during WW and what we did the detainees did we ever try any Did we deport them after war ended Re Sudan how do you pronounce Abyei What is and dollar increase in budget for ops and aid dont understand the answer to the prostitution policy question Whats the simplest way to say it,Is the 50k figure State and AID? Kurdistan election results? Can you find out for me how many Nazi prison camps we had in US during WW2 and what we did w the detainees--did we ever try any? Did we deport them after war ended? Re Sudan: how do you pronounce Abyei? What is % and dollar increase in 2010 budget for ops and aid? I don't understand the answer to the prostitution policy question. What's the simplest way to say it?,-0.7096,negative,0.5,positive,0.0,topic_0,0.8798287153777155,0.05954768495382634,0.06062359966845826
572,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Ok but when are we scheduled top talk Also pls send me five main points of my speech to summarize our goals want to reference them,Ok--but when are we scheduled top talk? Also pls send me five main points of my speech to summarize our goals. I want to reference them.,0.5719,positive,0.3888888888888889,positive,1.0,topic_1,0.07955120225943861,0.8395954823226448,0.08085331541791642
573,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Sunday Jul AM preine Re Questions Thx meant budget question to refer to overall budget Can you get that for me,"H <hrod17@clintonemail.com > Sunday, Jul26, 2009 7:53 AM 'preine Re: Questions Thx. I meant budget question to refer to overall budget. Can you get that for me?",0.3612,positive,0.0,neutural,0.0,topic_0,0.786453168471452,0.12035241601686213,0.09319441551168588
573,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Sunday July PM Re for HRC,"H <hrod17@clintonemail.com> Sunday, July 26, 2009 12:41 PM 'abedinh@state.gov' Re: for HRC",0.0,neutural,0.0,neutural,1.0,topic_1,0.1286671599478329,0.7576570715698527,0.11367576848231425
574,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Thx so much for your help and for Ernie Banks Lets play two,Thx so much for your help--and for Ernie Banks! Let's play two!!,0.765,positive,0.2,positive,1.0,topic_2,0.1126555874810822,0.10547785269478203,0.7818665598241358
576,124,Lona Valmoro,2009-07-14T04:00:00+00:00,Sunday July PM SBerger Re Thx so much for all of your help,"H <hrod17@clintonemail.com> Sunday, July 26, 2009 1:52 PM 'SBerger Re: Thx so much for all of your help. •",0.6369,positive,0.2,positive,1.0,topic_1,0.1399128839972082,0.7536127016020071,0.10647441440078467
578,87,Jake Sullivan,2009-07-14T04:00:00+00:00,Thx so much for all of your help Reason Declassify on,"Thx so much for all of your help. — Reason: 1.4(B), 1.4(D) — Declassify on: 07/25/2024",0.6369,positive,0.2,positive,1.0,topic_2,0.14760634685469814,0.1191315414517186,0.7332621116935832
579,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Thx so much for all of your help,Thx so much for all of your help.,0.6369,positive,0.2,positive,1.0,topic_0,0.7035004714091856,0.14778783728801667,0.1487116913027978
579,87,Jake Sullivan,2009-07-14T04:00:00+00:00,ri ux Thx for all of your help And Id love to talk soon Ill start trying to find time,ri-ux B6 Thx for all of your help. And I'd love to talk soon. I'll start trying to find a time.,0.765,positive,0.0,neutural,0.0,topic_1,0.0954668595273272,0.4674243094999126,0.43710883097276015
580,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Thx for all of your help,Thx for all of your help.,0.6369,positive,0.0,neutural,0.0,topic_0,0.7035004714091856,0.14778783728801667,0.1487116913027978
581,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Thx for the feedback and for everything you did to make it happen,Thx for the feedback and for everything you did to make it happen.,0.3612,positive,0.0,neutural,0.0,topic_1,0.4271233163022249,0.4354692626822248,0.13740742101555026
582,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Sorryl hit send too soon,Sorryl hit send too soon!,0.0,neutural,0.0,neutural,1.0,topic_1,0.11462386139189205,0.7682418393976697,0.1171342992104384
583,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Sorry hit send too soon,Sorry I hit send too soon!,-0.0772,negative,-0.5,negative,1.0,topic_1,0.11509154613224873,0.7606318709305049,0.1242765829372464
584,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Will the DCA team be in Columbia in early August thought we had set that up but heard today they might not get there until September Whats the plan,Will the DCA team be in Columbia in early August? I thought we had set that up but heard today they might not get there until September. What's the plan?,0.0,neutural,0.1,positive,0.0,topic_1,0.08668650623749118,0.5653619897598238,0.3479515040026851
585,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Pls put RELEASE IN PART Friday July PM Fw Braval on call list and do letter to her wishing her well etc,"Pls put RELEASE IN PART B6 H <hrod17@clintonemail.com> Friday, July 31, 2009 3:25 PM 'JilotyLC@state.gov'; 'Russorv@state.gov' Fw: Braval on call list and do letter to her wishing her well etc. B6",0.5106,positive,0.0,neutural,0.0,topic_1,0.08439959368007763,0.8117715269391401,0.10382887938078213
586,122,Lissa Muscatine,2009-07-14T04:00:00+00:00,Thanks so much But all the positive feedback is worrying Loved seeing you the other night,Thanks so much. But all the positive feedback is worrying! Loved seeing you the other night.,0.8402,positive,0.24045454545454545,positive,1.0,topic_1,0.09943236129874572,0.7958142428252905,0.10475339587596386
587,87,Jake Sullivan,2009-07-15T04:00:00+00:00,Saturday August AM Re Small World David Great hearing from and delighted you got to meet experience Hope youre relishing yours as well All the best,"H <hrod17@clintonemail.com> Saturday, August 1,2009 11:55 AM 'David_Garten@lautenberg.senate.gov' Re: Small World David--Great hearing from and delighted you got to meet experience. Hope you're relishing yours as well. All the best. H",0.9595,positive,0.5625,positive,1.0,topic_2,0.07544432303783433,0.090691166622631,0.8338645103395347
588,116,Lauren Jiloty,2009-07-15T04:00:00+00:00,Let Jim know about Lavrov and cant talk Feingold now What about tomorrow morning,Let Jim know about Lavrov and I can't talk w Feingold now. What about tomorrow morning?,0.0,neutural,0.0,neutural,1.0,topic_2,0.0902996445622305,0.3019638135264288,0.6077365419113406
589,87,Jake Sullivan,2009-07-15T04:00:00+00:00,Russians are saying he is unavailable and dont know when or if he will call in Whats next step,Russians are saying he is unavailable and don't know when or if he will call in. What's next step?,0.0,neutural,0.0,neutural,1.0,topic_2,0.1148066990700995,0.11898996505522118,0.7662033358746794
590,56,Derek Chollet,2009-07-16T04:00:00+00:00,Ok Let me know how it unfolds,Ok. Let me know how it unfolds.,0.29600000000000004,positive,0.5,positive,1.0,topic_2,0.11791426659157375,0.2733246153468324,0.6087611180615939
592,21,Burns Strider,2009-07-16T04:00:00+00:00,No is better,"No, 8 is better.",0.1779,positive,0.5,positive,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
593,87,Jake Sullivan,2009-07-16T04:00:00+00:00,Pls pu call list and do letter to her wishing her well etc,Pls pu )n call list and do letter to her wishing her well etc. B6,0.29600000000000004,positive,0.0,neutural,0.0,topic_1,0.11140023711077628,0.7693706001170676,0.1192291627721562
594,32,Cheryl Mills,2009-07-19T04:00:00+00:00,Let Jim know about Lavrov and cant talk Feingold now What about tomorrow morning,• Let Jim know about Lavrov and I can't talk w Feingold now. What about tomorrow morning?,0.0,neutural,0.0,neutural,1.0,topic_2,0.0902996445622305,0.3019638135264288,0.6077365419113406
595,93,Jeffrey Farrow,2009-07-19T04:00:00+00:00,No need Reason Declassify on,"No need. — Reason: 1.4(B), 1.4(D) — Declassify on: 08/01/2024",-0.29600000000000004,negative,0.0,neutural,0.0,topic_2,0.12365682219952505,0.12785305580938305,0.7484901219910919
596,32,Cheryl Mills,2009-07-22T04:00:00+00:00,Is there any time on Mon that could see Jim Jones Also can you send me tomorrows schedule,Is there any time on Mon that I could see Jim Jones? Also can you send me tomorrow's schedule?,0.0,neutural,0.0,neutural,1.0,topic_2,0.09508556208038928,0.3080184622903052,0.5968959756293055
597,32,Cheryl Mills,2009-07-25T04:00:00+00:00,See if can stay and see Jones or if hed rather wait until come back,See if I can stay and see Jones or if he'd rather wait until I come back.,0.0,neutural,0.0,neutural,1.0,topic_0,0.7162273349868812,0.13194499339105806,0.15182767162206082
599,81,Huma Abedin,2009-07-25T04:00:00+00:00,Charles Rivkin the new Amb is being sworn in tomorrow and asked me to please come Is there any way could be there at all,"Charles Rivkin, the new Amb is being sworn in tomorrow, and asked me to please come. Is there any way I could be there at all?",0.3182,positive,0.13636363636363635,positive,1.0,topic_1,0.09052009215531816,0.8173316689299397,0.09214823891474228
600,81,Huma Abedin,2009-07-25T04:00:00+00:00,Could we postpone start of video conf so could meet his family,Could we postpone start of video conf so I could meet his family?,-0.2263,negative,0.0,neutural,0.0,topic_0,0.5162692250597928,0.10159026456653417,0.38214051037367297
601,81,Huma Abedin,2009-07-25T04:00:00+00:00,Or after video conf,Or after video conf?,0.0,neutural,0.0,neutural,1.0,topic_0,0.7218576606408702,0.13896299947852042,0.13917933988060946
602,81,Huma Abedin,2009-07-25T04:00:00+00:00,Sunday August PM Kuwait Tom Jeff Feltmann will call to disuss issue Puneet Thx,"H <hrod17@clintonemail.com> Sunday, August 2, 2009 6:16 PM Kuwait Tom--Jeff Feltmann will call to disuss issue w Puneet. Thx.",0.3612,positive,0.0,neutural,0.0,topic_0,0.5497785965409275,0.2688086562132072,0.18141274724586526
603,170,Philippe Reines,2009-07-25T04:00:00+00:00,Monday August AM Re Whitehaven cocktail tables cant do tomorrow and wont be back for two weeks,"H <hrod17@clintonemail.com> Monday, August 3, 2009 6:17 AM 'abedinh@state.gov'; Re: Whitehaven cocktail tables I can't do tomorrow and I won't be back for two! weeks.",0.0,neutural,0.0,neutural,1.0,topic_1,0.09470876816989633,0.7990458658414973,0.10624536598860636
605,170,Philippe Reines,2009-07-25T04:00:00+00:00,cant pull up the whole email but assume it is fine to go Any other news We can talk later if needed,I can't pull up the whole email but assume it is fine to go. Any other news? We can talk later if needed.,0.29600000000000004,positive,0.12291666666666667,positive,1.0,topic_2,0.08894771532239867,0.33682008722473383,0.5742321974528675
606,81,Huma Abedin,2009-07-25T04:00:00+00:00,What are you ordering for dinner Might need to order for us too,What are you ordering for dinner? Might need to order for us too.,0.0,neutural,0.0,neutural,1.0,topic_0,0.5869333845128035,0.2484352172633157,0.1646313982238807
606,116,Lauren Jiloty,2009-07-25T04:00:00+00:00,Friday August PM Re,"H <hrod17@clintonemail.com> Friday, August 7, 2009 2:34 PM 'reinesp@state.gov' 'sullivanjj@state.gov' Re: •",0.0,neutural,0.0,neutural,1.0,topic_1,0.12354184215719982,0.7511621262798017,0.12529603156299834
608,32,Cheryl Mills,2009-07-25T04:00:00+00:00,Friday August PM Re,"H <hrod17@clintonemail.com> Friday, August 7, 2009 2:35 PM 'reinesp@state.gov' 'sullivanjj@state.gov' Re:",0.0,neutural,0.0,neutural,1.0,topic_1,0.12354184215719982,0.7511621262798017,0.12529603156299834
608,170,Philippe Reines,2009-07-25T04:00:00+00:00,wouldnt be part of it,I wouldn't be part of it.,0.0,neutural,0.0,neutural,1.0,topic_0,0.3333333333333333,0.3333333333333333,0.3333333333333333
609,170,Philippe Reines,2009-07-26T04:00:00+00:00,Pis print Monday August PM Fw FYI FW Secretary Clinton Must Focus on Cause of Congo Conflict,"Pis print. H <hrod17@clintonemail.com> Monday, August 10, 2009 5:07 PM 'muscatinel@state.gov' Fw: FYI.... FW: Secretary Clinton Must Focus on Cause of Congo Conflict",0.0601,positive,0.0,neutural,0.0,topic_1,0.0823286155819165,0.8419609045198041,0.07571047989827935
610,170,Philippe Reines,2009-07-26T04:00:00+00:00,Rwwwwqs,Rwwwwqs7,0.0,neutural,0.0,neutural,1.0,topic_1,0.1685548152341245,0.6632109986097076,0.16823418615616798
611,81,Huma Abedin,2009-07-26T04:00:00+00:00,Wednesday August PM Huma Abedin Followup Is there record of who attends the bilat mtgs hold,"H <hrod17@clintonemail.com> Wednesday, August 12, 2009 5:17 PM 'abedinh@state.gov'; Huma Abedin H2 Followup Is there a record of who attends the bilat mtgs I hold?",0.0,neutural,0.0,neutural,1.0,topic_2,0.08320006190625485,0.12093568587030412,0.7958642522234408
612,310,axelrod_,2009-07-26T04:00:00+00:00,There is an Oct th George Marshall event at the Department Do we have it on tentative calendar Have we scheduled Sept event for all the groups doing econ and other work Palestinians Mara Rudman is working on it for Mitchell Starting in Sept want to have weekly lunchmtg Steinberg and one the undersecs also want to schedule for early Sept hour mtgs each bureau to dscuss priorities When can visit FSI,"There is an Oct 16th George Marshall event at the Department. Do we have it on tentative calendar? Have we scheduled a Sept event for all the groups doing econ and other work w Palestinians? Mara Rudman is working on it for Mitchell. Starting in Sept I want to have a weekly lunch/mtg w Steinberg and one w the undersecs. I also want to schedule for early Sept, hour mtgs w each bureau to dscuss priorities. When can I visit FSI?",0.1531,positive,-0.008333333333333331,negative,0.0,topic_2,0.1575927016182566,0.07423339619111864,0.7681739021906248
612,50,David Axelrod,2009-07-26T04:00:00+00:00,think Lona already confirmed swearing in for Monday Id also be happy to see him then too Huma will check,I think Lona already confirmed swearing in for Monday. I'd also be happy to see him then too. Huma will check.,0.4019,positive,0.6000000000000001,positive,1.0,topic_1,0.0893847706141977,0.4848439538795114,0.4257712755062909
613,191,"Samuel (""Sandy"") Berger",2009-07-26T04:00:00+00:00,Friday August PM Huma Abedin Fw damn this is good We should figure out how to distribute this Thx for great trip,"H <hrod17@clintonemail.com> Friday, August 14, 2009 4:39 PM 'sullivanjj@state.gov'; 'reinesp@state.gov'; Huma Abedin Fw: damn this is good... We should figure out how to distribute this. Thx for a great trip!",0.8006,positive,0.75,positive,1.0,topic_1,0.0774706126997688,0.6874970991454878,0.2350322881547433
614,311,wburns6,2009-07-26T04:00:00+00:00,Saturday August AM Re AAR Do you know what Jeannine Bloomberg said on Washington Week last night,"H <hrod17@clintonemail.com> Saturday, August 15, 2009 10:07 AM Re: AAR Do you know what Jeannine (Bloomberg) said on Washington Week last night?",0.0,neutural,0.0,neutural,1.0,topic_1,0.08747393923176842,0.4656379203962265,0.4468881403720051
614,216,William Burns,2009-07-26T04:00:00+00:00,should visit to thank them Mon or Tues,I should visit to thank them Mon or Tues.,0.3612,positive,0.0,neutural,0.0,topic_2,0.11663621273375993,0.1203023927909707,0.7630613944752693
616,196,Strobe Talbott,2009-07-26T04:00:00+00:00,Im talking Jones next If we can do Webb today even short call that would be good,"I'm talking w Jones next. If we can do Webb today even a short call, that would be good.",0.4404,positive,0.2333333333333333,positive,1.0,topic_2,0.1036230178071263,0.11190553946834376,0.7844714427245301
617,86,Jacob Lew,2009-07-26T04:00:00+00:00,May pis get drafts for each day,May I pis get drafts for each day?,0.0,neutural,0.0,neutural,1.0,topic_2,0.13434585866949594,0.14710316740893048,0.7185509739215735
618,170,Philippe Reines,2009-07-26T04:00:00+00:00,am willing to take additional steps but Id like them to be fully vetted Can you work AMS Steinberg and WHA to make proposal tomorrow,"I am willing to take additional steps but I'd like them to be fully vetted. Can you work w AMS, Steinberg and WHA to make proposal tomorrow?",0.5023,positive,0.25,positive,1.0,topic_2,0.21384514655043305,0.2384673575746966,0.5476874958748703
619,124,Lona Valmoro,2009-07-31T04:00:00+00:00,Sunday August PM Tomorrow RELEASE IN PART will have time at State tomorrow at either or Does either work,"H <hrod17@clintonemail.com> Sunday, August 16, 2009 1:01 PM Tomorrow RELEASE IN PART B6 I will have time at State tomorrow at either 2:15 or 5:45. Does either work?",0.0,neutural,0.0,neutural,1.0,topic_1,0.1307134978314365,0.7357941504354826,0.13349235173308094
620,124,Lona Valmoro,2009-07-31T04:00:00+00:00,Pis lock in,Pis lock in.,0.0,neutural,0.0,neutural,1.0,topic_0,0.6838105700556991,0.1680291860092868,0.1481602439350141
621,9,Andrew Shapiro,2009-07-31T04:00:00+00:00,Thx We have to expedite this since the Columbians are being pressured Will you be seeing Bermudez tomorrow,Thx. We have to expedite this since the Columbians are being pressured. Will you be seeing Bermudez tomorrow?,0.1531,positive,0.0,neutural,0.0,topic_1,0.10396347558872854,0.7910851676365069,0.1049513567747645
622,116,Lauren Jiloty,2009-07-31T04:00:00+00:00,Given my schedule today really dontcant go to Gitmo PC think either Jack or Cheryl accompanied by Harold and Dan Fried should rep State Or even Harold could go solo Ok by you,"Given my schedule today, I really don't/can't go to Gitmo PC. I think either Jack or Cheryl, accompanied by Harold and Dan Fried should rep State. Or even Harold could go solo. Ok by you?",0.29600000000000004,positive,0.35,positive,1.0,topic_1,0.08475314884852461,0.8375349905483753,0.07771186060310008
624,213,Wendy Sherman,2009-07-31T04:00:00+00:00,As soon as get the memo can do the call,"As soon as I get the memo, I can do the call.",0.0,neutural,0.0,neutural,1.0,topic_1,0.13862344609466445,0.7139449220783161,0.14743163182701946
625,52,David Garten,2009-08-01T04:00:00+00:00,can talk right now Can we do conf call about Lonas memo,I can talk right now. Can we do conf call about Lona's memo?,0.0,neutural,0.2857142857142857,positive,0.0,topic_0,0.5707224330164573,0.3206690759925418,0.10860849099100088
